DATAFLOW,MEASURE,INDUSTRY,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
PT:RT(1.0.0),M4,20,10,6,Q,2013-Q1,-9.9,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2013-Q2,-4.8,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2013-Q3,4.2,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2013-Q4,18.2,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2014-Q1,-10.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2014-Q2,-1.9,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2014-Q3,0.6,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2014-Q4,15,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2015-Q1,-9.4,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2015-Q2,-3.1,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2015-Q3,2.4,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2015-Q4,16.5,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2016-Q1,-8.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2016-Q2,-3.5,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2016-Q3,1.4,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2016-Q4,15.5,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2017-Q1,-11.1,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2017-Q2,-0.5,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2017-Q3,-0.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2017-Q4,16.7,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2018-Q1,-11.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2018-Q2,-0.6,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2018-Q3,1.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2018-Q4,14.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2019-Q1,-12.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2019-Q2,-1.8,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2019-Q3,1,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2019-Q4,18.7,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2020-Q1,-9.8,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2020-Q2,-5.2,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2020-Q3,10.8,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2020-Q4,12.3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2021-Q1,-11.8,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2021-Q2,-1.7,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2021-Q3,3,PCT,0,,
PT:RT(1.0.0),M4,20,10,6,Q,2021-Q4,14.3,PCT,0,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1983-Q3,3517.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1983-Q4,4199.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1984-Q1,3631,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1984-Q2,3646.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1984-Q3,3724,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1984-Q4,3831.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1985-Q1,3870.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1985-Q2,3872.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1985-Q3,3894,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1985-Q4,3912.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1986-Q1,3890,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1986-Q2,3946.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1986-Q3,3940.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1986-Q4,3921.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1987-Q1,3904,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1987-Q2,3980.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1987-Q3,3999.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1987-Q4,3976.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1988-Q1,3945.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1988-Q2,4017.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1988-Q3,4059.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1988-Q4,4212.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1989-Q1,4275.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1989-Q2,4344.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1989-Q3,4397.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1989-Q4,4443.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1990-Q1,4496.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1990-Q2,4430.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1990-Q3,4409.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1990-Q4,4249.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1991-Q1,4219.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1991-Q2,4265,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1991-Q3,4396.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1991-Q4,4344.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1992-Q1,4415.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1992-Q2,4407.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1992-Q3,4324.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1992-Q4,4438,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1993-Q1,4345.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1993-Q2,4459.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1993-Q3,4503.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1993-Q4,4762.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1994-Q1,4761.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1994-Q2,4799.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1994-Q3,4910.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1994-Q4,4929.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1995-Q1,4923,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1995-Q2,5067.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1995-Q3,5191,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1995-Q4,5176.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1996-Q1,5202.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1996-Q2,5191.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1996-Q3,5110.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1996-Q4,5149.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1997-Q1,5260.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1997-Q2,5377.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1997-Q3,5493.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1997-Q4,5511.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1998-Q1,5528.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1998-Q2,5557.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1998-Q3,5574.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1998-Q4,5603.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1999-Q1,5823.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1999-Q2,5919.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1999-Q3,6042,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,1999-Q4,6062.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2000-Q1,5948.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2000-Q2,6110.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2000-Q3,5911.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2000-Q4,6076.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2001-Q1,6277.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2001-Q2,6326,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2001-Q3,6371.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2001-Q4,6433.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2002-Q1,6593.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2002-Q2,6716.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2002-Q3,6785.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2002-Q4,6717.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2003-Q1,6801.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2003-Q2,7011.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2003-Q3,7318.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2003-Q4,7692.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2004-Q1,7576.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2004-Q2,7623.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2004-Q3,7802.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2004-Q4,7765.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2005-Q1,7715.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2005-Q2,7605.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2005-Q3,7398.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2005-Q4,7381.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2006-Q1,7577.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2006-Q2,7775.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2006-Q3,7756.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2006-Q4,7844.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2007-Q1,7870.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2007-Q2,7828.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2007-Q3,8154.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2007-Q4,8503.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2008-Q1,8620.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2008-Q2,8660,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2008-Q3,8636,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2008-Q4,8934.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2009-Q1,8971.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2009-Q2,9054.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2009-Q3,8963.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2009-Q4,9060.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2010-Q1,9136.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2010-Q2,9086.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2010-Q3,9268.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2010-Q4,9274,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2011-Q1,9458.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2011-Q2,9616.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2011-Q3,9907.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2011-Q4,9923.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2012-Q1,10011.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2012-Q2,10135.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2012-Q3,10051.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2012-Q4,9973.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2013-Q1,10079.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2013-Q2,10130.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2013-Q3,10064.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2013-Q4,10372.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2014-Q1,10446,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2014-Q2,10485.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2014-Q3,10593.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2014-Q4,10640.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2015-Q1,10830.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2015-Q2,10881.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2015-Q3,11053.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2015-Q4,11109.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2016-Q1,11337.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2016-Q2,11488.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2016-Q3,11442.8,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2016-Q4,11555.6,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2017-Q1,11580.1,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2017-Q2,11767.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2017-Q3,11785.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2017-Q4,11724.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2018-Q1,11772.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2018-Q2,11810.2,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2018-Q3,12054.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2018-Q4,12011,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2019-Q1,12042.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2019-Q2,12116.7,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2019-Q3,12122.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2019-Q4,12018.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2020-Q1,12511,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2020-Q2,12448.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2020-Q3,12856.9,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2020-Q4,13158,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2021-Q1,13210.3,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2021-Q2,13514.5,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2021-Q3,13633.4,AUD,6,,
PT:RT(1.0.0),M3,45,20,AUS,Q,2021-Q4,14558,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1983-Q3,567.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1983-Q4,579.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1984-Q1,587.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1984-Q2,597.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1984-Q3,600.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1984-Q4,617.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1985-Q1,624.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1985-Q2,626.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1985-Q3,621.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1985-Q4,630.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1986-Q1,614.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1986-Q2,606.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1986-Q3,617.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1986-Q4,603.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1987-Q1,603.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1987-Q2,646.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1987-Q3,638.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1987-Q4,651.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1988-Q1,655.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1988-Q2,653.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1988-Q3,654.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1988-Q4,665.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1989-Q1,669.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1989-Q2,658.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1989-Q3,669.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1989-Q4,670.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1990-Q1,686.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1990-Q2,699.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1990-Q3,713.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1990-Q4,714.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1991-Q1,720.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1991-Q2,708.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1991-Q3,743.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1991-Q4,740.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1992-Q1,751.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1992-Q2,770.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1992-Q3,776.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1992-Q4,784.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1993-Q1,794.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1993-Q2,790.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1993-Q3,798.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1993-Q4,828.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1994-Q1,829,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1994-Q2,826.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1994-Q3,814.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1994-Q4,796.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1995-Q1,810.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1995-Q2,844,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1995-Q3,852.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1995-Q4,869.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1996-Q1,866.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1996-Q2,862.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1996-Q3,843.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1996-Q4,868.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1997-Q1,875.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1997-Q2,888.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1997-Q3,913.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1997-Q4,923.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1998-Q1,890.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1998-Q2,881.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1998-Q3,877.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1998-Q4,874.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1999-Q1,911.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1999-Q2,914.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1999-Q3,937,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,1999-Q4,928.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2000-Q1,897,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2000-Q2,909.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2000-Q3,921.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2000-Q4,947.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2001-Q1,969,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2001-Q2,963.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2001-Q3,954.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2001-Q4,975.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2002-Q1,1005.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2002-Q2,1036.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2002-Q3,1013.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2002-Q4,1041.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2003-Q1,1050.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2003-Q2,1079.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2003-Q3,1142.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2003-Q4,1185.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2004-Q1,1198.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2004-Q2,1214.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2004-Q3,1223.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2004-Q4,1226.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2005-Q1,1251.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2005-Q2,1246.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2005-Q3,1281.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2005-Q4,1308.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2006-Q1,1341.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2006-Q2,1321.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2006-Q3,1330.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2006-Q4,1323.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2007-Q1,1349.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2007-Q2,1377.2,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2007-Q3,1390,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2007-Q4,1386.3,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2008-Q1,1384.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2008-Q2,1413.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2008-Q3,1423.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2008-Q4,1448,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2009-Q1,1446.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2009-Q2,1480.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2009-Q3,1468.5,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2009-Q4,1480.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2010-Q1,1459,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2010-Q2,1455.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2010-Q3,1425.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2010-Q4,1435.4,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2011-Q1,1399.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2011-Q2,1403.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2011-Q3,1428,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2011-Q4,1427.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2012-Q1,1419.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2012-Q2,1414.6,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2012-Q3,1383,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2012-Q4,1370.1,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2013-Q1,1393.7,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2013-Q2,1371.8,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2013-Q3,1414.9,AUD,6,,
PT:RT(1.0.0),M3,20,20,6,Q,2013-Q4,1452.6,AUD,6,,
